EmployeeID,Age,Department,JobRole,EducationField,MonthlyIncome,YearsAtCompany,YearsInCurrentRole,JobSatisfaction,WorkLifeBalance,JobInvolvement,OverTime,BusinessTravel,DistanceFromHome,NumCompaniesWorked,TrainingTimesLastYear,Attrition
799,26,Finance,Laboratory Technician,Finance,3949,0,0,2,1,3,Yes,Frequently,4,5,5,Yes
800,43,Sales,Software Engineer,Human Resources,5221,5,2,2,1,2,Yes,Travel_Rarely,7,0,6,Yes
801,54,Sales,Laboratory Technician,Finance,3012,23,3,4,1,2,Yes,Frequently,27,0,3,Yes
802,57,Sales,Laboratory Technician,Technical Degree,10367,5,5,4,2,3,No,Frequently,18,9,0,No
803,34,Sales,Manager,Medical,14203,1,1,1,1,1,Yes,Travel_Rarely,11,6,4,Yes
804,38,Finance,Accountant,Medical,15890,1,1,4,3,3,No,Travel_Rarely,24,1,1,Yes
805,28,Human Resources,Sales Executive,Life Sciences,16107,5,5,2,1,4,Yes,Rarely,14,0,3,Yes
806,50,IT,Manager,Medical,5464,25,13,1,3,3,Yes,Frequently,12,9,2,No
807,27,Human Resources,Research Scientist,Human Resources,5699,3,3,3,2,4,No,Travel_Rarely,1,5,0,Yes
808,45,Research & Development,Research Scientist,Life Sciences,12099,14,6,3,2,3,No,Rarely,25,6,3,Yes
809,56,IT,Accountant,Technical Degree,15361,29,12,2,3,4,Yes,Travel_Rarely,30,2,0,No
810,55,Sales,Laboratory Technician,Life Sciences,8580,30,13,4,2,3,Yes,Frequently,26,0,5,Yes
811,35,IT,Manager,Medical,13210,8,7,2,3,4,No,Frequently,23,2,0,No
812,55,Research & Development,Sales Executive,Life Sciences,10470,17,12,1,4,1,No,Travel_Rarely,29,5,4,No
813,22,Human Resources,Manager,Human Resources,2678,0,0,1,3,1,No,Frequently,21,5,1,Yes
814,37,IT,Research Scientist,Technical Degree,17823,0,0,4,2,4,No,Frequently,11,0,0,Yes
815,44,Human Resources,Research Scientist,Finance,5962,11,4,3,4,3,Yes,Travel_Rarely,2,3,5,No
816,35,Human Resources,Accountant,Finance,15827,6,2,2,2,2,No,Rarely,29,0,4,No
817,33,Finance,Manager,Marketing,4361,5,0,4,1,2,No,Frequently,15,4,1,No
818,27,Sales,Research Scientist,Medical,17046,1,1,1,1,3,Yes,Frequently,23,9,4,No
819,28,Research & Development,Laboratory Technician,Life Sciences,6418,3,2,2,1,3,Yes,Travel_Rarely,4,6,2,No
820,26,IT,Software Engineer,Human Resources,10496,1,0,2,1,4,Yes,Travel_Rarely,23,5,6,Yes
821,37,IT,Research Scientist,Marketing,3857,12,9,3,3,3,Yes,Travel_Rarely,23,1,0,No
822,44,IT,Manager,Technical Degree,9226,2,1,4,3,2,Yes,Frequently,11,6,0,Yes
823,22,IT,Software Engineer,Technical Degree,6144,0,0,2,4,4,No,Rarely,6,6,1,Yes
824,28,Sales,Manager,Life Sciences,5661,1,1,4,1,2,No,Travel_Rarely,28,0,0,No
825,31,IT,Software Engineer,Medical,16002,9,2,4,4,4,Yes,Travel_Rarely,16,8,6,No
826,48,Research & Development,Human Resources,Finance,2783,16,15,2,3,2,Yes,Travel_Rarely,26,1,6,Yes
827,57,Human Resources,Sales Executive,Medical,8757,6,4,3,1,3,Yes,Frequently,28,5,6,Yes
828,47,Human Resources,Research Scientist,Medical,3492,10,9,1,1,4,Yes,Travel_Rarely,11,4,5,Yes
829,45,Human Resources,Manager,Life Sciences,15153,23,0,1,4,1,No,Frequently,25,1,0,Yes
830,45,Human Resources,Sales Executive,Marketing,6220,3,0,1,1,2,No,Travel_Rarely,16,7,1,No
831,32,IT,Research Scientist,Technical Degree,3864,4,1,3,1,4,No,Travel_Rarely,10,0,1,No
832,41,Sales,Human Resources,Medical,4648,12,1,1,1,2,No,Frequently,17,3,1,No
833,41,Human Resources,Accountant,Technical Degree,10043,14,10,4,1,1,No,Frequently,15,4,6,No
834,40,Sales,Human Resources,Medical,5405,13,11,1,2,4,Yes,Frequently,21,2,1,Yes
835,54,IT,Software Engineer,Medical,13549,18,0,4,1,4,No,Rarely,17,7,6,No
836,24,Human Resources,Human Resources,Medical,8494,0,0,3,2,3,Yes,Travel_Rarely,8,3,3,Yes
837,28,Human Resources,Software Engineer,Finance,11761,5,3,4,4,1,Yes,Frequently,22,0,0,Yes
838,46,Research & Development,Human Resources,Technical Degree,9933,21,15,4,2,4,Yes,Travel_Rarely,29,6,3,Yes
839,27,Sales,Research Scientist,Finance,8531,3,3,3,1,2,Yes,Rarely,11,9,1,Yes
840,35,IT,Research Scientist,Marketing,14986,0,0,2,1,1,Yes,Rarely,20,2,3,No
841,25,IT,Manager,Finance,14528,1,0,2,2,4,Yes,Travel_Rarely,30,0,3,Yes
842,47,Human Resources,Sales Executive,Human Resources,11247,0,0,1,2,4,Yes,Frequently,30,1,3,No
843,47,Finance,Research Scientist,Human Resources,17496,15,3,4,2,2,Yes,Frequently,9,6,6,Yes
844,34,IT,Accountant,Finance,17626,0,0,2,4,4,Yes,Travel_Rarely,2,3,3,Yes
845,24,Research & Development,Software Engineer,Human Resources,15994,1,1,4,2,4,No,Frequently,19,1,3,No
846,27,Research & Development,Manager,Life Sciences,4496,3,1,2,4,4,No,Rarely,27,5,5,Yes
847,28,IT,Accountant,Human Resources,7075,2,1,4,3,1,No,Rarely,11,4,6,Yes
848,26,Finance,Human Resources,Human Resources,9166,2,1,1,3,1,Yes,Travel_Rarely,5,8,6,Yes
849,24,Sales,Manager,Human Resources,16928,1,0,2,1,4,Yes,Travel_Rarely,21,8,2,Yes
850,59,Finance,Human Resources,Life Sciences,10507,9,7,1,3,3,No,Frequently,14,6,5,No
851,31,Finance,Research Scientist,Marketing,6223,5,3,3,2,2,No,Frequently,9,9,1,No
852,38,IT,Sales Executive,Marketing,16468,2,1,3,3,1,No,Rarely,12,6,3,No
853,34,Research & Development,Accountant,Human Resources,11557,9,4,2,1,4,Yes,Frequently,18,4,2,No
854,23,Finance,Laboratory Technician,Finance,5583,0,0,2,2,2,Yes,Rarely,8,2,2,Yes
855,33,Sales,Human Resources,Life Sciences,9484,1,1,2,3,4,Yes,Travel_Rarely,21,3,1,Yes
856,42,Research & Development,Software Engineer,Marketing,12951,15,7,4,1,2,No,Frequently,12,5,1,Yes
857,42,Finance,Software Engineer,Human Resources,11545,20,11,2,2,3,No,Frequently,20,7,6,No
858,28,Human Resources,Human Resources,Technical Degree,17740,0,0,2,2,2,No,Travel_Rarely,22,5,3,Yes
859,31,Finance,Human Resources,Marketing,12161,9,5,1,3,2,No,Rarely,6,7,2,No
860,31,Finance,Laboratory Technician,Marketing,17979,7,4,4,2,1,No,Travel_Rarely,25,6,0,No
861,39,Finance,Software Engineer,Life Sciences,10619,11,9,3,2,2,Yes,Travel_Rarely,25,3,1,No
862,53,Finance,Accountant,Medical,16557,25,8,3,3,2,Yes,Rarely,25,3,5,No
863,44,Human Resources,Accountant,Technical Degree,15264,6,0,1,2,2,Yes,Rarely,15,0,4,No
864,55,Sales,Accountant,Technical Degree,11287,2,2,2,1,2,Yes,Rarely,18,7,4,No
865,51,Finance,Sales Executive,Medical,2808,9,6,4,1,3,Yes,Frequently,2,9,1,Yes
866,57,IT,Sales Executive,Human Resources,15972,14,12,4,1,4,No,Frequently,10,2,1,No
867,58,Human Resources,Software Engineer,Finance,7457,18,9,3,3,2,Yes,Rarely,16,0,3,No
868,45,Sales,Research Scientist,Life Sciences,3045,20,8,4,2,1,No,Rarely,16,4,1,No
869,51,IT,Human Resources,Medical,13945,12,2,1,3,2,Yes,Travel_Rarely,8,9,1,No
870,33,Human Resources,Research Scientist,Life Sciences,13637,10,1,1,1,2,Yes,Rarely,12,1,6,No
871,58,Finance,Laboratory Technician,Human Resources,8522,25,9,4,4,4,No,Frequently,23,7,5,No
872,30,Sales,Software Engineer,Human Resources,13283,4,4,1,3,2,Yes,Rarely,20,8,4,Yes
873,36,IT,Human Resources,Marketing,7981,7,6,3,4,4,No,Frequently,3,3,4,No
874,27,Research & Development,Manager,Life Sciences,13316,3,2,4,2,1,No,Travel_Rarely,5,6,4,Yes
875,42,Finance,Human Resources,Life Sciences,9139,12,12,1,3,3,Yes,Travel_Rarely,8,6,2,No
876,37,Human Resources,Sales Executive,Human Resources,3489,12,3,4,4,3,No,Travel_Rarely,21,9,0,Yes
877,33,Finance,Manager,Marketing,16413,4,0,4,1,4,No,Rarely,5,5,3,No
878,49,Finance,Software Engineer,Life Sciences,14075,2,0,2,2,2,No,Travel_Rarely,13,6,1,Yes
879,35,Human Resources,Sales Executive,Medical,9742,9,5,4,1,1,No,Travel_Rarely,7,7,0,No
880,29,Research & Development,Accountant,Marketing,5672,7,2,2,3,1,No,Frequently,15,5,6,No
881,26,Sales,Software Engineer,Marketing,10912,2,1,3,2,4,No,Rarely,22,3,6,Yes
882,39,Human Resources,Sales Executive,Marketing,15635,7,3,1,3,4,Yes,Frequently,2,3,4,Yes
883,24,IT,Laboratory Technician,Finance,3072,0,0,2,3,3,Yes,Travel_Rarely,30,8,6,No
884,55,Research & Development,Manager,Finance,6700,13,3,1,1,3,Yes,Rarely,13,1,6,Yes
885,49,Human Resources,Research Scientist,Medical,13421,15,11,4,1,2,Yes,Rarely,10,0,6,No
886,53,Human Resources,Research Scientist,Life Sciences,10452,15,10,3,4,3,Yes,Rarely,14,9,5,No
887,60,Finance,Human Resources,Life Sciences,9757,16,13,2,3,2,Yes,Travel_Rarely,4,0,2,No
888,30,Human Resources,Human Resources,Human Resources,3335,6,6,2,1,4,No,Frequently,8,6,5,No
889,52,Finance,Research Scientist,Medical,14002,30,14,4,4,3,No,Frequently,11,1,6,No
890,45,Research & Development,Sales Executive,Human Resources,7284,15,8,3,1,3,No,Frequently,27,3,5,Yes
891,51,Human Resources,Manager,Life Sciences,5991,2,1,1,2,2,Yes,Frequently,25,1,6,Yes
892,33,Finance,Laboratory Technician,Finance,3834,4,3,3,4,3,Yes,Rarely,26,6,5,Yes
893,41,IT,Sales Executive,Human Resources,14994,15,4,1,3,1,No,Frequently,18,4,4,No
894,40,Research & Development,Human Resources,Marketing,11105,12,1,2,2,4,No,Rarely,4,3,3,No
895,40,IT,Laboratory Technician,Technical Degree,2864,11,6,1,4,1,No,Rarely,4,1,1,Yes
896,26,Finance,Software Engineer,Technical Degree,6650,1,1,2,1,1,No,Frequently,7,4,1,Yes
897,31,Research & Development,Human Resources,Finance,16333,5,2,4,4,3,Yes,Travel_Rarely,21,7,0,Yes
898,49,Sales,Software Engineer,Human Resources,3380,6,5,1,2,1,No,Rarely,17,8,0,Yes
899,26,Finance,Research Scientist,Medical,5629,0,0,2,3,4,Yes,Travel_Rarely,29,7,5,Yes
900,40,Sales,Research Scientist,Medical,6055,17,0,1,2,4,No,Frequently,1,0,3,No
901,31,IT,Human Resources,Marketing,8738,5,0,1,3,2,No,Frequently,27,4,3,Yes
902,37,IT,Sales Executive,Finance,16635,13,6,4,4,2,No,Rarely,22,8,3,Yes
903,26,Research & Development,Accountant,Finance,17467,4,1,3,2,1,No,Frequently,29,2,0,Yes
904,22,Human Resources,Laboratory Technician,Human Resources,17072,0,0,3,2,1,No,Frequently,3,8,2,No
905,46,Human Resources,Laboratory Technician,Life Sciences,15426,12,5,1,3,4,Yes,Frequently,20,1,4,Yes
906,44,IT,Research Scientist,Marketing,16009,18,4,1,1,3,Yes,Frequently,9,0,4,Yes
907,23,IT,Manager,Technical Degree,13014,0,0,4,3,2,No,Rarely,10,9,2,No
908,41,Finance,Software Engineer,Finance,4876,16,10,3,2,3,Yes,Rarely,30,3,2,No
909,38,Human Resources,Manager,Life Sciences,17672,6,1,1,2,3,No,Rarely,7,0,6,Yes
910,57,Research & Development,Laboratory Technician,Marketing,9067,12,3,2,1,1,No,Travel_Rarely,30,3,4,No
911,30,IT,Software Engineer,Technical Degree,4743,2,1,1,2,2,No,Frequently,25,2,3,No
912,39,Human Resources,Software Engineer,Medical,11220,10,2,3,1,1,No,Frequently,15,8,6,Yes
913,49,Sales,Research Scientist,Marketing,3419,27,12,3,2,3,Yes,Travel_Rarely,19,3,0,No
914,42,Sales,Research Scientist,Life Sciences,13172,12,0,2,3,3,Yes,Frequently,27,6,3,Yes
915,43,Finance,Human Resources,Technical Degree,15957,15,13,4,3,4,Yes,Rarely,18,6,0,No
916,50,Sales,Sales Executive,Medical,15893,11,7,2,3,2,No,Travel_Rarely,2,6,3,Yes
917,39,Finance,Laboratory Technician,Finance,15849,8,8,2,4,3,Yes,Rarely,19,2,1,Yes
918,26,Research & Development,Research Scientist,Life Sciences,8017,3,1,4,3,4,Yes,Rarely,25,1,2,No
919,35,Human Resources,Accountant,Human Resources,11865,6,3,1,2,3,No,Frequently,4,7,0,No
920,22,IT,Manager,Human Resources,11850,0,0,1,3,4,Yes,Travel_Rarely,10,4,3,Yes
921,59,IT,Manager,Finance,9023,11,6,2,2,2,No,Travel_Rarely,15,9,0,No
922,25,Human Resources,Laboratory Technician,Medical,13066,1,0,3,3,4,No,Travel_Rarely,27,6,6,No
923,55,Finance,Laboratory Technician,Marketing,3209,17,5,1,2,3,No,Frequently,30,1,3,Yes
924,36,Sales,Sales Executive,Marketing,3601,5,1,1,2,4,Yes,Frequently,3,2,5,Yes
925,43,Sales,Software Engineer,Marketing,14861,18,2,1,4,1,No,Frequently,16,0,6,Yes
926,34,Finance,Accountant,Medical,7995,1,1,2,3,4,No,Travel_Rarely,17,3,5,No
927,40,IT,Laboratory Technician,Human Resources,2824,9,8,3,1,3,Yes,Frequently,21,7,5,Yes
928,25,Research & Development,Research Scientist,Medical,2651,2,2,3,4,1,No,Frequently,5,7,5,Yes
929,56,Finance,Software Engineer,Human Resources,12194,23,11,1,4,1,Yes,Travel_Rarely,4,5,0,No
930,57,Human Resources,Laboratory Technician,Medical,12459,16,2,1,1,2,No,Frequently,25,3,1,No
931,49,Research & Development,Research Scientist,Finance,14958,26,9,2,3,3,No,Rarely,23,2,2,No
932,33,Finance,Laboratory Technician,Marketing,11419,4,3,3,3,1,No,Rarely,9,8,4,Yes
933,33,Sales,Human Resources,Life Sciences,4048,7,1,1,1,4,Yes,Rarely,22,2,2,Yes
934,26,Research & Development,Software Engineer,Life Sciences,17565,2,1,3,1,4,No,Travel_Rarely,10,9,3,Yes
935,55,Research & Development,Sales Executive,Marketing,10246,7,6,3,1,3,No,Rarely,13,1,5,No
936,53,Finance,Laboratory Technician,Life Sciences,13271,24,1,2,4,1,No,Travel_Rarely,12,6,6,Yes
937,38,Research & Development,Sales Executive,Life Sciences,8176,10,5,1,3,3,No,Frequently,14,5,5,No
938,23,Research & Development,Research Scientist,Life Sciences,6595,1,1,1,3,4,No,Frequently,17,7,4,Yes
939,54,Research & Development,Manager,Finance,6361,17,14,1,3,2,No,Rarely,6,5,4,No
940,58,Research & Development,Manager,Finance,10145,18,14,4,2,3,Yes,Travel_Rarely,10,1,6,No
941,54,Finance,Manager,Medical,12755,21,5,3,2,4,No,Frequently,2,8,2,No
942,26,Sales,Software Engineer,Technical Degree,5946,3,0,3,1,4,Yes,Frequently,24,9,4,No
943,48,Research & Development,Laboratory Technician,Medical,10589,6,1,3,1,3,Yes,Travel_Rarely,6,4,6,No
944,49,Research & Development,Software Engineer,Life Sciences,9381,20,14,4,2,4,No,Frequently,19,8,4,Yes
945,60,Human Resources,Human Resources,Medical,15559,29,2,4,4,1,Yes,Frequently,20,0,5,Yes
946,32,Sales,Human Resources,Human Resources,13732,4,1,3,4,3,No,Travel_Rarely,15,1,2,No
947,22,Sales,Research Scientist,Life Sciences,11138,0,0,3,3,3,Yes,Frequently,28,6,0,No
948,46,Human Resources,Accountant,Marketing,9710,5,3,3,3,3,Yes,Rarely,2,1,5,No
949,31,IT,Accountant,Technical Degree,11272,8,1,2,4,2,Yes,Rarely,29,9,1,Yes
950,33,IT,Accountant,Finance,17511,5,4,1,3,2,No,Frequently,16,0,2,Yes
951,31,Finance,Laboratory Technician,Life Sciences,14152,9,4,1,2,2,Yes,Frequently,12,9,4,Yes
952,36,Finance,Human Resources,Finance,2622,0,0,4,1,3,No,Travel_Rarely,20,7,6,No
953,42,IT,Research Scientist,Finance,10501,5,1,2,2,3,No,Frequently,6,8,2,No
954,29,IT,Accountant,Human Resources,5323,0,0,1,3,4,Yes,Rarely,6,4,2,Yes
955,42,Human Resources,Accountant,Marketing,12163,19,7,2,2,3,No,Travel_Rarely,18,8,4,No
956,30,IT,Manager,Human Resources,14034,5,3,4,1,2,Yes,Rarely,5,5,6,No
957,44,IT,Research Scientist,Life Sciences,16236,7,4,4,2,4,No,Travel_Rarely,16,5,6,No
958,35,IT,Accountant,Human Resources,6968,0,0,1,1,1,No,Rarely,27,7,4,Yes
959,47,IT,Research Scientist,Technical Degree,4064,18,0,3,4,4,No,Frequently,8,6,4,No
960,26,Sales,Sales Executive,Medical,9197,1,1,1,3,2,Yes,Rarely,14,1,0,Yes
961,30,Sales,Research Scientist,Medical,16696,0,0,3,2,2,Yes,Frequently,20,8,5,Yes
962,24,IT,Software Engineer,Technical Degree,16841,0,0,2,2,1,No,Travel_Rarely,2,9,1,Yes
963,39,IT,Laboratory Technician,Medical,6170,1,1,2,1,4,Yes,Frequently,7,7,3,Yes
964,22,Sales,Sales Executive,Technical Degree,14724,0,0,1,3,1,Yes,Travel_Rarely,21,3,4,No
965,51,Sales,Manager,Human Resources,14892,14,2,2,3,3,Yes,Frequently,24,5,3,No
966,47,Finance,Accountant,Life Sciences,5392,0,0,4,3,2,No,Travel_Rarely,3,7,3,No
967,57,Human Resources,Human Resources,Life Sciences,14763,15,10,1,3,2,Yes,Travel_Rarely,15,8,1,No
968,32,Sales,Research Scientist,Finance,13444,9,2,4,3,1,Yes,Rarely,3,9,2,Yes
969,39,Finance,Research Scientist,Finance,12197,6,0,2,2,3,Yes,Travel_Rarely,7,6,2,Yes
970,33,Research & Development,Human Resources,Life Sciences,16842,0,0,2,1,1,No,Travel_Rarely,16,1,0,No
971,28,IT,Laboratory Technician,Finance,14691,3,3,2,1,4,No,Travel_Rarely,28,0,3,Yes
972,56,Sales,Research Scientist,Technical Degree,7731,29,5,4,1,3,Yes,Travel_Rarely,25,9,2,No
973,22,Research & Development,Human Resources,Marketing,14088,0,0,4,3,2,No,Frequently,24,3,4,No
974,57,Human Resources,Accountant,Finance,8295,3,3,4,1,2,No,Frequently,18,8,1,No
975,43,Human Resources,Human Resources,Human Resources,4613,20,3,4,4,3,Yes,Travel_Rarely,15,6,4,Yes
976,47,IT,Software Engineer,Technical Degree,4120,16,15,4,3,3,No,Frequently,9,0,4,No
977,23,Finance,Sales Executive,Human Resources,8375,1,1,2,3,1,Yes,Frequently,3,9,6,Yes
978,41,Research & Development,Laboratory Technician,Medical,4037,18,8,3,3,1,Yes,Frequently,18,3,3,Yes
979,50,Human Resources,Sales Executive,Human Resources,8010,13,6,4,3,1,No,Travel_Rarely,17,9,1,No
980,53,IT,Research Scientist,Technical Degree,5645,10,0,1,1,2,Yes,Rarely,9,0,0,Yes
981,57,Research & Development,Laboratory Technician,Medical,6695,17,8,2,1,1,No,Travel_Rarely,29,1,5,Yes
982,46,Human Resources,Sales Executive,Medical,9033,23,9,1,3,1,No,Travel_Rarely,4,1,1,No
983,60,Human Resources,Accountant,Technical Degree,3219,10,2,3,2,2,No,Rarely,10,5,4,No
984,39,IT,Accountant,Finance,17789,15,8,1,2,1,Yes,Travel_Rarely,4,6,5,Yes
985,54,IT,Manager,Marketing,11807,19,4,4,4,2,Yes,Rarely,12,4,5,Yes
986,26,Finance,Manager,Finance,11618,4,0,2,4,1,Yes,Rarely,30,2,5,Yes
987,33,IT,Sales Executive,Marketing,11744,2,1,1,1,2,No,Rarely,9,9,1,Yes
988,24,Human Resources,Human Resources,Human Resources,15217,0,0,3,1,3,Yes,Frequently,12,2,6,No
989,44,Research & Development,Sales Executive,Human Resources,12108,1,0,2,1,4,No,Frequently,12,1,1,No
990,34,Sales,Research Scientist,Technical Degree,4145,4,1,2,4,2,No,Frequently,24,8,1,Yes
991,58,Human Resources,Sales Executive,Finance,17121,6,6,2,2,3,No,Travel_Rarely,3,2,1,Yes
992,45,Finance,Laboratory Technician,Human Resources,16376,5,2,4,2,1,Yes,Frequently,10,0,3,Yes
993,23,Research & Development,Accountant,Human Resources,13262,0,0,2,2,2,Yes,Frequently,21,3,3,Yes
994,43,Finance,Software Engineer,Human Resources,14456,17,10,3,1,4,Yes,Travel_Rarely,30,7,1,No
995,30,IT,Research Scientist,Marketing,9782,3,3,1,3,1,Yes,Rarely,11,7,2,No
996,44,Human Resources,Software Engineer,Finance,15710,7,7,2,3,2,Yes,Rarely,19,1,1,Yes
997,50,Human Resources,Laboratory Technician,Marketing,14954,27,8,1,3,1,Yes,Frequently,19,0,6,No
998,37,Sales,Accountant,Marketing,7386,6,1,4,4,4,No,Rarely,5,9,3,No
999,26,Finance,Human Resources,Life Sciences,10356,1,0,2,3,1,Yes,Frequently,28,0,2,No
1000,44,Research & Development,Research Scientist,Finance,8484,10,1,2,1,2,No,Rarely,26,6,0,No
1001,47,Sales,Software Engineer,Human Resources,12403,0,0,1,2,2,Yes,Rarely,17,5,5,No
1002,59,Human Resources,Sales Executive,Life Sciences,2605,23,1,3,1,4,No,Travel_Rarely,28,9,0,Yes
1003,50,Finance,Sales Executive,Finance,5757,5,5,2,2,2,No,Rarely,26,6,3,No
1004,56,Research & Development,Human Resources,Technical Degree,6481,21,2,3,4,3,No,Travel_Rarely,8,1,0,No
1005,34,Research & Development,Software Engineer,Human Resources,15512,8,4,3,3,1,Yes,Frequently,15,3,1,No
1006,46,IT,Sales Executive,Life Sciences,15568,1,0,2,2,3,No,Rarely,6,2,6,Yes
1007,27,IT,Laboratory Technician,Finance,13498,0,0,3,3,2,Yes,Frequently,7,8,3,No
1008,33,Sales,Manager,Finance,6728,2,2,1,2,4,No,Travel_Rarely,5,0,2,Yes
1009,49,Sales,Sales Executive,Technical Degree,8194,17,11,1,1,2,No,Travel_Rarely,5,7,2,Yes
1010,43,Finance,Human Resources,Technical Degree,2855,10,6,2,2,1,Yes,Frequently,3,5,6,No
1011,52,IT,Sales Executive,Human Resources,17389,8,0,4,4,4,Yes,Rarely,19,1,6,No
1012,23,IT,Software Engineer,Medical,12905,0,0,3,4,2,Yes,Rarely,29,2,1,No
1013,35,Human Resources,Laboratory Technician,Finance,14531,8,0,1,3,2,No,Frequently,26,1,0,Yes
1014,59,Human Resources,Software Engineer,Finance,10266,20,8,1,1,3,No,Frequently,10,5,6,Yes
1015,57,IT,Laboratory Technician,Marketing,4063,12,0,3,3,4,Yes,Travel_Rarely,26,3,2,No
1016,33,Sales,Human Resources,Medical,6826,11,1,4,2,2,No,Rarely,23,4,0,Yes
1017,42,Finance,Software Engineer,Finance,6862,4,2,3,1,2,Yes,Rarely,24,0,6,Yes
1018,51,IT,Accountant,Medical,8296,18,11,4,3,3,Yes,Frequently,23,8,1,No
1019,48,Finance,Laboratory Technician,Human Resources,5286,1,0,1,1,2,No,Frequently,5,3,4,Yes
1020,42,Research & Development,Human Resources,Marketing,13600,19,14,1,2,4,Yes,Rarely,18,8,1,No
1021,53,IT,Research Scientist,Finance,11741,5,0,1,3,1,No,Rarely,1,2,4,No
1022,34,Research & Development,Laboratory Technician,Human Resources,17750,11,8,1,3,3,Yes,Travel_Rarely,12,4,1,No
1023,43,Sales,Research Scientist,Finance,11920,14,5,3,4,1,No,Rarely,20,4,5,Yes
1024,54,Human Resources,Manager,Technical Degree,8843,23,1,4,4,4,No,Frequently,18,3,3,No
1025,34,Human Resources,Research Scientist,Medical,10544,9,6,1,2,4,Yes,Rarely,30,7,6,Yes
1026,30,IT,Human Resources,Human Resources,7595,1,0,4,2,1,No,Travel_Rarely,28,1,6,No
1027,57,IT,Research Scientist,Life Sciences,14772,30,4,2,4,1,Yes,Travel_Rarely,10,7,1,Yes
1028,39,Finance,Research Scientist,Finance,16586,3,1,1,4,3,No,Travel_Rarely,16,2,1,No
1029,39,Finance,Manager,Medical,8160,13,0,1,1,1,No,Rarely,17,6,0,Yes
1030,38,Sales,Manager,Technical Degree,4733,13,12,4,2,3,Yes,Frequently,21,6,4,Yes
1031,39,Research & Development,Accountant,Medical,10330,13,0,3,4,2,Yes,Rarely,9,0,4,No
1032,38,Finance,Accountant,Marketing,12246,5,2,4,1,2,No,Travel_Rarely,20,8,3,No
1033,31,Research & Development,Manager,Human Resources,16013,7,4,3,3,4,No,Rarely,26,0,6,No
1034,37,Finance,Software Engineer,Human Resources,10406,9,7,2,4,3,No,Frequently,17,4,1,No
1035,57,IT,Human Resources,Life Sciences,9651,16,15,1,2,4,Yes,Travel_Rarely,27,3,0,Yes
1036,23,Sales,Research Scientist,Life Sciences,4172,1,0,1,2,3,No,Travel_Rarely,20,5,6,Yes
1037,54,IT,Accountant,Marketing,10234,0,0,1,2,1,Yes,Rarely,2,9,0,Yes
1038,35,Human Resources,Accountant,Medical,17341,5,5,3,2,3,No,Frequently,24,9,0,No
1039,35,IT,Sales Executive,Finance,17067,3,3,2,4,4,Yes,Frequently,13,5,2,No
1040,46,IT,Sales Executive,Finance,17123,19,1,2,2,1,Yes,Travel_Rarely,26,8,3,Yes
1041,56,Finance,Manager,Life Sciences,6915,7,3,2,2,2,No,Frequently,19,4,3,Yes
1042,56,IT,Software Engineer,Life Sciences,16046,30,10,3,1,4,Yes,Frequently,7,3,5,Yes
1043,44,Research & Development,Software Engineer,Life Sciences,9046,11,10,1,1,3,Yes,Rarely,29,1,2,No
1044,47,Human Resources,Sales Executive,Human Resources,5935,1,1,3,4,4,No,Travel_Rarely,22,1,5,No
1045,44,Research & Development,Manager,Medical,2558,18,10,4,4,2,No,Rarely,27,7,4,No
1046,32,IT,Accountant,Medical,13992,1,0,2,2,2,Yes,Rarely,22,9,2,Yes
1047,30,Sales,Manager,Finance,6054,2,0,3,2,4,No,Frequently,28,6,0,No
1048,42,Finance,Laboratory Technician,Medical,13934,14,2,4,2,1,Yes,Rarely,28,3,3,No
1049,53,Sales,Human Resources,Technical Degree,15605,22,12,1,4,4,No,Rarely,14,7,0,No
1050,56,Finance,Human Resources,Technical Degree,14888,20,9,2,1,4,Yes,Travel_Rarely,19,0,0,Yes
1051,52,IT,Software Engineer,Technical Degree,12965,5,5,2,3,4,No,Frequently,4,1,1,No
1052,36,IT,Human Resources,Human Resources,11098,12,0,4,3,2,Yes,Rarely,28,0,5,Yes
1053,27,IT,Accountant,Medical,17206,5,2,2,4,1,Yes,Rarely,24,7,5,Yes
1054,55,Human Resources,Sales Executive,Finance,10347,14,14,3,2,2,Yes,Rarely,24,0,1,No
1055,33,IT,Laboratory Technician,Life Sciences,7932,10,7,4,3,3,No,Rarely,21,1,2,Yes
1056,43,Research & Development,Research Scientist,Finance,7341,2,0,2,4,3,No,Travel_Rarely,18,1,3,No
1057,45,IT,Human Resources,Finance,11309,21,12,1,4,4,Yes,Frequently,27,3,4,No
1058,54,Sales,Sales Executive,Marketing,7924,1,1,4,3,3,No,Frequently,15,9,0,No
1059,58,Sales,Accountant,Life Sciences,15525,6,6,4,4,3,No,Travel_Rarely,30,6,3,No
1060,35,Research & Development,Sales Executive,Human Resources,12792,1,1,4,2,2,No,Frequently,12,8,6,Yes
1061,59,Research & Development,Software Engineer,Life Sciences,15455,4,2,4,3,3,Yes,Travel_Rarely,10,9,3,Yes
1062,40,IT,Sales Executive,Finance,11955,10,7,3,3,3,No,Travel_Rarely,23,6,5,No
1063,55,Human Resources,Manager,Human Resources,8493,18,9,1,4,3,No,Frequently,18,8,4,No
1064,46,IT,Laboratory Technician,Human Resources,16695,13,11,1,3,3,Yes,Travel_Rarely,23,7,1,Yes
1065,25,Finance,Manager,Medical,17846,2,2,4,1,3,Yes,Travel_Rarely,15,0,1,No
